"ParentFolder","Name","Length","CreateDate"
"D:\OneDrive - ESC\Pictures\Flowers\purple poinsettia.jpg","purple poinsettia.jpg","34599","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Flowers\Small Sunflower.png","Small Sunflower.png","335407","2/21/2020 6:02:01 PM"
"D:\OneDrive - ESC\Pictures\Flowers\sunflower fibonacci spiral.png","sunflower fibonacci spiral.png","9221657","2/21/2020 6:02:01 PM"
"D:\OneDrive - ESC\Pictures\Flowers\white poinsettia.jpg","white poinsettia.jpg","3450943","2/21/2020 6:01:58 PM"
"D:\OneDrive - ESC\Pictures\Flowers\White015.tif","White015.tif","694138670","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Flowers\Xmas 2009 59.jpg","Xmas 2009 59.jpg","100341","2/21/2020 6:02:01 PM"
"D:\OneDrive - ESC\Pictures\Foodie\_ASC1724.NEF","_ASC1724.NEF","16856916","2/21/2020 6:02:02 PM"
"D:\OneDrive - ESC\Pictures\Foodie\011055530294b84aee7f48cab0b4779aa79fcece22.jpg","011055530294b84aee7f48cab0b4779aa79fcece22.jpg","497702","3/20/2020 8:27:06 AM"
"D:\OneDrive - ESC\Pictures\Foodie\011c44e5a36b3c2a3a57f0adc61c806233972e7120.jpg","011c44e5a36b3c2a3a57f0adc61c806233972e7120.jpg","957977","3/20/2020 8:27:06 AM"
"D:\OneDrive - ESC\Pictures\Foodie\011c5eed3617c4dfadb808fe133b779fc9d436bf4f.jpg","011c5eed3617c4dfadb808fe133b779fc9d436bf4f.jpg","3581684","3/20/2020 8:27:06 AM"
"D:\OneDrive - ESC\Pictures\Foodie\0128af4cdf63c2cb1b7146612a4b5ed761045023e9.jpg","0128af4cdf63c2cb1b7146612a4b5ed761045023e9.jpg","3363273","3/20/2020 8:27:06 AM"
"D:\OneDrive - ESC\Pictures\Foodie\012a9781a077bf99b400ad926b4fc04be805be1fa7.jpg","012a9781a077bf99b400ad926b4fc04be805be1fa7.jpg","811572","3/20/2020 8:27:06 AM"
"D:\OneDrive - ESC\Pictures\Foodie\013b72324ef824a7b5bb094e7499d89893150ba37b.jpg","013b72324ef824a7b5bb094e7499d89893150ba37b.jpg","3123436","3/20/2020 8:27:06 AM"
"D:\OneDrive - ESC\Pictures\Foodie\014aa569b90fe338628cfb8d719116256eb8ef6639.jpg","014aa569b90fe338628cfb8d719116256eb8ef6639.jpg","4146102","3/20/2020 8:27:06 AM"
"D:\OneDrive - ESC\Pictures\Foodie\01568ece87cebc5114a4bf8ebbc94afbe1cddc32b0.jpg","01568ece87cebc5114a4bf8ebbc94afbe1cddc32b0.jpg","1330117","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\Foodie\015c72a43fa39f04dc9e164c057f2a9cace5f19c02.jpg","015c72a43fa39f04dc9e164c057f2a9cace5f19c02.jpg","3125405","3/20/2020 8:27:06 AM"
"D:\OneDrive - ESC\Pictures\Foodie\0167ef0e799ab8c60a06d31a638e7fbff4647a9977.jpg","0167ef0e799ab8c60a06d31a638e7fbff4647a9977.jpg","3136640","3/20/2020 8:24:52 AM"
"D:\OneDrive - ESC\Pictures\Foodie\01773a1f649731de53914353b3d4dea57fe0102210.jpg","01773a1f649731de53914353b3d4dea57fe0102210.jpg","827796","3/20/2020 8:24:52 AM"
"D:\OneDrive - ESC\Pictures\Foodie\0182920b0bd43b0eca6d6d6dd8709bc550e8dd844c.jpg","0182920b0bd43b0eca6d6d6dd8709bc550e8dd844c.jpg","3655025","3/20/2020 8:24:52 AM"
"D:\OneDrive - ESC\Pictures\Foodie\01a975d1cc285731bff8cb0f526c41ba247b0fc860.jpg","01a975d1cc285731bff8cb0f526c41ba247b0fc860.jpg","5510739","3/20/2020 8:27:06 AM"
"D:\OneDrive - ESC\Pictures\Foodie\01b1366bd1d53fb632050435952ea7166f8ca86002.jpg","01b1366bd1d53fb632050435952ea7166f8ca86002.jpg","3822416","3/20/2020 8:24:52 AM"
"D:\OneDrive - ESC\Pictures\Foodie\01def7eeed83cdc49b2cf062450a01478f00b39b01.jpg","01def7eeed83cdc49b2cf062450a01478f00b39b01.jpg","3625193","3/20/2020 8:24:52 AM"
"D:\OneDrive - ESC\Pictures\Foodie\01fd5ec77be5ab347590ad11a5b215cfe476be31f5.jpg","01fd5ec77be5ab347590ad11a5b215cfe476be31f5.jpg","2786630","3/20/2020 8:24:52 AM"
"D:\OneDrive - ESC\Pictures\Foodie\Bourbon.jpg","Bourbon.jpg","1230056","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\Homemade Meatballs.jpg","Homemade Meatballs.jpg","3031629","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\IMG_1791.JPG","IMG_1791.JPG","3084851","2/21/2020 6:02:39 PM"
"D:\OneDrive - ESC\Pictures\Foodie\iPhone_May312014_0336.JPG","iPhone_May312014_0336.JPG","334649","2/21/2020 6:02:02 PM"
"D:\OneDrive - ESC\Pictures\Foodie\iPhone_May312014_0337.JPG","iPhone_May312014_0337.JPG","334649","2/21/2020 6:02:02 PM"
"D:\OneDrive - ESC\Pictures\Foodie\Jacksonville2013-01.JPG","Jacksonville2013-01.JPG","2001040","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\Kimchi and Spring Rolls.jpg","Kimchi and Spring Rolls.jpg","3956826","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\Menu 24 Dec 2015.jpg","Menu 24 Dec 2015.jpg","50464421","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\Planked Salmon Parker House.jpg","Planked Salmon Parker House.jpg","3869582","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\roasted beast.NEF","roasted beast.NEF","16856916","2/21/2020 6:02:02 PM"
"D:\OneDrive - ESC\Pictures\Foodie\spread_2_23.JPG","spread_2_23.JPG","3297832","2/21/2020 6:02:04 PM"
"D:\OneDrive - ESC\Pictures\Foodie\Stuffed-Pumpkin-Done.png","Stuffed-Pumpkin-Done.png","4243301","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\Stuffed-Pumpkin-Ready.png","Stuffed-Pumpkin-Ready.png","2901994","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\Stuffed-Pumpkin-Sauce.png","Stuffed-Pumpkin-Sauce.png","4298514","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\Sushi.JPG","Sushi.JPG","1866495","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\SW Corn Soup201301.JPG","SW Corn Soup201301.JPG","1894405","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\SW Corn Soup201302.JPG","SW Corn Soup201302.JPG","1934419","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\SW Corn Soup201303.JPG","SW Corn Soup201303.JPG","1983418","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\SW Corn Soup201304.JPG","SW Corn Soup201304.JPG","1951051","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Foodie\SW Corn Soup201305.JPG","SW Corn Soup201305.JPG","305444","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 001.JPG","Bowling with MMLISI 001.JPG","1135805","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 002.JPG","Bowling with MMLISI 002.JPG","1018533","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 003.JPG","Bowling with MMLISI 003.JPG","1041552","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 004.JPG","Bowling with MMLISI 004.JPG","1225338","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 005.JPG","Bowling with MMLISI 005.JPG","1161299","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 006.JPG","Bowling with MMLISI 006.JPG","1284722","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 007.JPG","Bowling with MMLISI 007.JPG","1227897","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 008.JPG","Bowling with MMLISI 008.JPG","1292022","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 009.JPG","Bowling with MMLISI 009.JPG","1178834","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 010.JPG","Bowling with MMLISI 010.JPG","1297622","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 011.JPG","Bowling with MMLISI 011.JPG","1189543","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 012.JPG","Bowling with MMLISI 012.JPG","1306170","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 013.JPG","Bowling with MMLISI 013.JPG","1317556","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 014.JPG","Bowling with MMLISI 014.JPG","1261477","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 015.JPG","Bowling with MMLISI 015.JPG","1360664","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 016.JPG","Bowling with MMLISI 016.JPG","1245212","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 017.JPG","Bowling with MMLISI 017.JPG","1222974","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 018.JPG","Bowling with MMLISI 018.JPG","1245928","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 019.JPG","Bowling with MMLISI 019.JPG","1185806","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 021.JPG","Bowling with MMLISI 021.JPG","1293220","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 022.JPG","Bowling with MMLISI 022.JPG","895012","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 023.JPG","Bowling with MMLISI 023.JPG","1127081","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 024.JPG","Bowling with MMLISI 024.JPG","1056565","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 025.JPG","Bowling with MMLISI 025.JPG","1082834","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\2007 Bowling with MMLISI\Bowling with MMLISI 026.JPG","Bowling with MMLISI 026.JPG","1001715","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis001.JPG","Geminis001.JPG","1196471","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis002 (1).JPG","Geminis002 (1).JPG","333559","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis002.JPG","Geminis002.JPG","1504063","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis003 (1).JPG","Geminis003 (1).JPG","2059132","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis003.JPG","Geminis003.JPG","1089414","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis004 (1).JPG","Geminis004 (1).JPG","2774894","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis004.JPG","Geminis004.JPG","1653462","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis005.JPG","Geminis005.JPG","2535606","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis006.JPG","Geminis006.JPG","2628277","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis007.JPG","Geminis007.JPG","2387721","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis008.JPG","Geminis008.JPG","2865191","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis009.JPG","Geminis009.JPG","2033108","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis010.JPG","Geminis010.JPG","2883934","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis011.JPG","Geminis011.JPG","3164726","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis012.JPG","Geminis012.JPG","2627373","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis013.JPG","Geminis013.JPG","3470405","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis014.JPG","Geminis014.JPG","527926","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis015.JPG","Geminis015.JPG","620634","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis016.JPG","Geminis016.JPG","1643110","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis017.JPG","Geminis017.JPG","2122479","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis018.JPG","Geminis018.JPG","2189700","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis019.JPG","Geminis019.JPG","3434109","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis020.JPG","Geminis020.JPG","3601987","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Geminis021.JPG","Geminis021.JPG","1555145","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Heidi and Melissa.JPG","Heidi and Melissa.JPG","690433","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Heidi in Mask.JPG","Heidi in Mask.JPG","3518875","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Geminis\Person In Mask.psd","Person In Mask.psd","13189255","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\0140e0cb660489e4da04630f762f8c352d66a17659.jpg","0140e0cb660489e4da04630f762f8c352d66a17659.jpg","4665598","2/21/2020 6:01:59 PM"
"D:\OneDrive - ESC\Pictures\Friends\018c80bb55c46fee53520da1d40d910281a3f65a90.jpg","018c80bb55c46fee53520da1d40d910281a3f65a90.jpg","4463826","2/21/2020 6:01:59 PM"
"D:\OneDrive - ESC\Pictures\Friends\Ed_V_Ft_Laud.psd","Ed_V_Ft_Laud.psd","36030900","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Firls on Rocks AK.png","Firls on Rocks AK.png","30659316","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Formality_Miami.tif","Formality_Miami.tif","111606178","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\HudSitting.JPG","HudSitting.JPG","423336","2/21/2020 6:08:35 PM"
"D:\OneDrive - ESC\Pictures\Friends\Korean-Adventure.png","Korean-Adventure.png","443661","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Parade_9_11_08-006.jpg","Parade_9_11_08-006.jpg","6650925","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Potters_Studio.tif","Potters_Studio.tif","36671498","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Sharon and Robin.JPG","Sharon and Robin.JPG","526915","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Solving_A_Puzzle.tif","Solving_A_Puzzle.tif","36662022","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Summer_Sailing_on_the_Sound.tif","Summer_Sailing_on_the_Sound.tif","36026094","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Friends\Working_Hot_Iron.tif","Working_Hot_Iron.tif","24156996","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\01000605664fab41038d5d6269cae36e2747aec886.jpg","01000605664fab41038d5d6269cae36e2747aec886.jpg","1750680","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\01043764f06b212972dd70c6009bf917d9af98b06f.jpg","01043764f06b212972dd70c6009bf917d9af98b06f.jpg","404009","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\01046cd300b78273bc1c522cd72cddbc6aa639871b.jpg","01046cd300b78273bc1c522cd72cddbc6aa639871b.jpg","695100","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\01171ce01e652fbc8574d26ffb124806da60712780.jpg","01171ce01e652fbc8574d26ffb124806da60712780.jpg","853769","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\011ba64a9eb5fef36aa6be391187c13989ca1c9ab3.jpg","011ba64a9eb5fef36aa6be391187c13989ca1c9ab3.jpg","206213","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\012cc706d616919605ef755d888b589f8881a558b0.jpg","012cc706d616919605ef755d888b589f8881a558b0.jpg","824197","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\01381a325822b9f587481c94d95b1464128ba9aba5.jpg","01381a325822b9f587481c94d95b1464128ba9aba5.jpg","697344","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\01507428c8de49ccc3072c7fca3e3b5b02f58e6127.jpg","01507428c8de49ccc3072c7fca3e3b5b02f58e6127.jpg","1773267","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\0176fa5c74d176cab7b5378b10b5411898b129715d.jpg","0176fa5c74d176cab7b5378b10b5411898b129715d.jpg","1529035","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\017ba73e8e9dccdc97f739061a3f2d41b5f751b7bb.jpg","017ba73e8e9dccdc97f739061a3f2d41b5f751b7bb.jpg","1019812","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\01aaf4d39354320faeb329dd3e3d5e4f18fadd0bd1.jpg","01aaf4d39354320faeb329dd3e3d5e4f18fadd0bd1.jpg","990127","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\01cd0df4423dd13d84b1a33b47242a5387258cb5f2.jpg","01cd0df4423dd13d84b1a33b47242a5387258cb5f2.jpg","402037","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\01d0e59203c8e6a42c4bf88b7834647ac72ed2b87e.jpg","01d0e59203c8e6a42c4bf88b7834647ac72ed2b87e.jpg","130842","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\01dc65a4d924494ce47c0543097271eecb4f7822a3.jpg","01dc65a4d924494ce47c0543097271eecb4f7822a3.jpg","392156","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\iCloud Photos\Shared\iPhone\01fcaa383cbe3db3149474dc4555c164f975fa82f2.jpg","01fcaa383cbe3db3149474dc4555c164f975fa82f2.jpg","915115","2/21/2020 6:01:57 PM"
"D:\OneDrive - ESC\Pictures\Logos\RedWingShoes_Logo_2C.png","RedWingShoes_Logo_2C.png","16589","2/21/2020 6:03:38 PM"
"D:\OneDrive - ESC\Pictures\Navy\Dressy Ens Pyle.jpg","Dressy Ens Pyle.jpg","755563","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Ensign Pyle.jpg","Ensign Pyle.jpg","936245","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Gonna get wet.jpg","Gonna get wet.jpg","987780","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Korea025.tif","Korea025.tif","490206464","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Korea026.tif","Korea026.tif","486971537","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy Attenhut.jpg","Navy Attenhut.jpg","9053449","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy Korea.jpg","Navy Korea.jpg","13511367","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy Korea1.jpg","Navy Korea1.jpg","13844907","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy Korea10.jpg","Navy Korea10.jpg","14582635","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy Korea2.jpg","Navy Korea2.jpg","14369676","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy Korea3.jpg","Navy Korea3.jpg","13949829","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy002.jpg","Navy002.jpg","15369385","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy003.jpg","Navy003.jpg","14873485","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy004.jpg","Navy004.jpg","12681928","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy005.jpg","Navy005.jpg","50518906","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy006.jpg","Navy006.jpg","87019635","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy007.jpg","Navy007.jpg","92501727","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy008.jpg","Navy008.jpg","88953333","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy009.jpg","Navy009.jpg","93917981","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Navy010.jpg","Navy010.jpg","91286446","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics005.jpg","NavyPics005.jpg","1285148","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics006.jpg","NavyPics006.jpg","305258","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics007.jpg","NavyPics007.jpg","1137566","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics008.jpg","NavyPics008.jpg","1135452","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics009.jpg","NavyPics009.jpg","589511","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics010.jpg","NavyPics010.jpg","1480753","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics011.jpg","NavyPics011.jpg","850575","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics012.jpg","NavyPics012.jpg","1010464","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics013.jpg","NavyPics013.jpg","1611666","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics014.jpg","NavyPics014.jpg","930477","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics015.jpg","NavyPics015.jpg","713514","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics016.jpg","NavyPics016.jpg","845421","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics017.jpg","NavyPics017.jpg","771614","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics019.jpg","NavyPics019.jpg","1014292","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics020.jpg","NavyPics020.jpg","715538","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics021.jpg","NavyPics021.jpg","1168731","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics024.jpg","NavyPics024.jpg","819578","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics025.jpg","NavyPics025.jpg","895507","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics026.jpg","NavyPics026.jpg","995672","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics027.jpg","NavyPics027.jpg","1030803","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics028.jpg","NavyPics028.jpg","975332","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics029.jpg","NavyPics029.jpg","1102671","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics030.jpg","NavyPics030.jpg","990276","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics031.jpg","NavyPics031.jpg","1150051","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics032.jpg","NavyPics032.jpg","864953","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\NavyPics035.jpg","NavyPics035.jpg","1109665","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Sailor Ed.jpg","Sailor Ed.jpg","1175945","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Navy\Unrep Heavy Weather.jpg","Unrep Heavy Weather.jpg","764857","2/21/2020 6:02:00 PM"
"D:\OneDrive - ESC\Pictures\Pets\Cat Flavored Basil2013-01.JPG","Cat Flavored Basil2013-01.JPG","1871991","2/21/2020 6:02:00 PM"
